Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Aruba,ABW,青春期生育率（每千名 15-19 岁女性生育数）,43.593,42.356,41.119,39.6676,38.2162,36.7648,35.3134,33.862,32.792,31.722,30.652,29.582,28.512,27.3444,26.1768,25.0092,23.8416,22.674
Afghanistan,AFG,青春期生育率（每千名 15-19 岁女性生育数）,153.951,150.192,146.433,143.7648,141.0966,138.4284,135.7602,133.092,126.633,120.174,113.715,107.256,100.797,94.429,88.061,81.693,75.325,68.957
Angola,AGO,青春期生育率（每千名 15-19 岁女性生育数）,196.6992,194.7656,192.832,190.5114,188.1908,185.8702,183.5496,181.229,178.4632,175.6974,172.9316,170.1658,167.4,164.0252,160.6504,157.2756,153.9008,150.526
Albania,ALB,青春期生育率（每千名 15-19 岁女性生育数）,19.0372,18.9396,18.842,18.765,18.688,18.611,18.534,18.457,18.9116,19.3662,19.8208,20.2754,20.73,20.5124,20.2948,20.0772,19.8596,19.642
Andorra,AND,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Arab World,ARB,青春期生育率（每千名 15-19 岁女性生育数）,54.34604771,53.30940739,52.2977427,51.89782434,51.53838449,51.21296301,50.8396013,50.51953947,50.3052866,50.11920544,49.96689653,49.86689093,49.79082562,49.34496325,48.85366465,48.27973701,47.50548913,46.68885146
United Arab Emirates,ARE,青春期生育率（每千名 15-19 岁女性生育数）,26.3898,25.9894,25.589,26.4506,27.3122,28.1738,29.0354,29.897,27.2716,24.6462,22.0208,19.3954,16.77,14.7252,12.6804,10.6356,8.5908,6.546
Argentina,ARG,青春期生育率（每千名 15-19 岁女性生育数）,66.3552,65.2066,64.058,63.834,63.61,63.386,63.162,62.938,63.0638,63.1896,63.3154,63.4412,63.567,63.41,63.253,63.096,62.939,62.782
Armenia,ARM,青春期生育率（每千名 15-19 岁女性生育数）,39.3926,35.8928,32.393,31.4714,30.5498,29.6282,28.7066,27.785,27.1964,26.6078,26.0192,25.4306,24.842,24.1716,23.5012,22.8308,22.1604,21.49
American Samoa,ASM,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,青春期生育率（每千名 15-19 岁女性生育数）,61.9748,60.8384,59.702,57.9936,56.2852,54.5768,52.8684,51.16,50.328,49.496,48.664,47.832,47,46.1564,45.3128,44.4692,43.6256,42.782
Australia,AUS,青春期生育率（每千名 15-19 岁女性生育数）,17.9326,17.4258,16.919,16.9552,16.9914,17.0276,17.0638,17.1,16.1404,15.1808,14.2212,13.2616,12.302,12.1846,12.0672,11.9498,11.8324,11.715
Austria,AUT,青春期生育率（每千名 15-19 岁女性生育数）,13.9232,13.6346,13.346,12.9022,12.4584,12.0146,11.5708,11.127,10.5944,10.0618,9.5292,8.9966,8.464,8.2392,8.0144,7.7896,7.5648,7.34
Azerbaijan,AZE,青春期生育率（每千名 15-19 岁女性生育数）,36.5066,34.5648,32.623,33.7954,34.9678,36.1402,37.3126,38.485,40.636,42.787,44.938,47.089,49.24,50.5596,51.8792,53.1988,54.5184,55.838
Burundi,BDI,青春期生育率（每千名 15-19 岁女性生育数）,76.266,75.368,74.47,72.6116,70.7532,68.8948,67.0364,65.178,64.2804,63.3828,62.4852,61.5876,60.69,59.67,58.65,57.63,56.61,55.59
Belgium,BEL,青春期生育率（每千名 15-19 岁女性生育数）,10.6408,10.7954,10.95,10.766,10.582,10.398,10.214,10.03,9.2298,8.4296,7.6294,6.8292,6.029,5.7534,5.4778,5.2022,4.9266,4.651
Benin,BEN,青春期生育率（每千名 15-19 岁女性生育数）,118.5246,117.0918,115.659,114.263,112.867,111.471,110.075,108.679,106.2162,103.7534,101.2906,98.8278,96.365,94.3112,92.2574,90.2036,88.1498,86.096
Burkina Faso,BFA,青春期生育率（每千名 15-19 岁女性生育数）,139.304,138.203,137.102,135.6118,134.1216,132.6314,131.1412,129.651,126.8024,123.9538,121.1052,118.2566,115.408,113.1922,110.9764,108.7606,106.5448,104.329
Bangladesh,BGD,青春期生育率（每千名 15-19 岁女性生育数）,112.2538,109.1354,106.017,103.6338,101.2506,98.8674,96.4842,94.101,93.0018,91.9026,90.8034,89.7042,88.605,87.4764,86.3478,85.2192,84.0906,82.962
Bulgaria,BGR,青春期生育率（每千名 15-19 岁女性生育数）,44.808,43.661,42.514,43.2528,43.9916,44.7304,45.4692,46.208,45.7176,45.2272,44.7368,44.2464,43.756,42.9768,42.1976,41.4184,40.6392,39.86
Bahrain,BHR,青春期生育率（每千名 15-19 岁女性生育数）,17.583,17.184,16.785,16.3854,15.9858,15.5862,15.1866,14.787,14.6282,14.4694,14.3106,14.1518,13.993,13.868,13.743,13.618,13.493,13.368
"Bahamas, The",BHS,青春期生育率（每千名 15-19 岁女性生育数）,51.222,47.662,44.102,43.1744,42.2468,41.3192,40.3916,39.464,38.1306,36.7972,35.4638,34.1304,32.797,32.2378,31.6786,31.1194,30.5602,30.001
Bosnia and Herzegovina,BIH,青春期生育率（每千名 15-19 岁女性生育数）,21.4168,20.1424,18.868,18.3324,17.7968,17.2612,16.7256,16.19,15.3634,14.5368,13.7102,12.8836,12.057,11.574,11.091,10.608,10.125,9.642
Belarus,BLR,青春期生育率（每千名 15-19 岁女性生育数）,27.783,26.037,24.291,23.8958,23.5006,23.1054,22.7102,22.315,22.1266,21.9382,21.7498,21.5614,21.373,19.9998,18.6266,17.2534,15.8802,14.507
Belize,BLZ,青春期生育率（每千名 15-19 岁女性生育数）,97.2162,94.2016,91.187,88.6808,86.1746,83.6684,81.1622,78.656,77.4606,76.2652,75.0698,73.8744,72.679,71.8406,71.0022,70.1638,69.3254,68.487
Bermuda,BMU,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Bolivia,BOL,青春期生育率（每千名 15-19 岁女性生育数）,86.5276,86.1188,85.71,84.9532,84.1964,83.4396,82.6828,81.926,80.1186,78.3112,76.5038,74.6964,72.889,71.2912,69.6934,68.0956,66.4978,64.9
Brazil,BRA,青春期生育率（每千名 15-19 岁女性生育数）,82.21,81.526,80.842,78.904,76.966,75.028,73.09,71.152,69.7322,68.3124,66.8926,65.4728,64.053,63.0646,62.0762,61.0878,60.0994,59.111
Barbados,BRB,青春期生育率（每千名 15-19 岁女性生育数）,51.1212,50.8186,50.516,49.8788,49.2416,48.6044,47.9672,47.33,46.4058,45.4816,44.5574,43.6332,42.709,40.8772,39.0454,37.2136,35.3818,33.55
Brunei Darussalam,BRN,青春期生育率（每千名 15-19 岁女性生育数）,27.4754,27.0112,26.547,24.849,23.151,21.453,19.755,18.057,17.3338,16.6106,15.8874,15.1642,14.441,13.6072,12.7734,11.9396,11.1058,10.272
Bhutan,BTN,青春期生育率（每千名 15-19 岁女性生育数）,77.1602,73.1576,69.155,64.9028,60.6506,56.3984,52.1462,47.894,43.913,39.932,35.951,31.97,27.989,26.428,24.867,23.306,21.745,20.184
Botswana,BWA,青春期生育率（每千名 15-19 岁女性生育数）,59.1762,55.4586,51.741,51.1248,50.5086,49.8924,49.2762,48.66,48.558,48.456,48.354,48.252,48.15,47.7322,47.3144,46.8966,46.4788,46.061
Central African Republic,CAF,青春期生育率（每千名 15-19 岁女性生育数）,149.054,148.511,147.968,147.1534,146.3388,145.5242,144.7096,143.895,142.809,141.723,140.637,139.551,138.465,136.5868,134.7086,132.8304,130.9522,129.074
Canada,CAN,青春期生育率（每千名 15-19 岁女性生育数）,16.8338,15.7394,14.645,14.4514,14.2578,14.0642,13.8706,13.677,13.2404,12.8038,12.3672,11.9306,11.494,10.8726,10.2512,9.6298,9.0084,8.387
Switzerland,CHE,青春期生育率（每千名 15-19 岁女性生育数）,5.4812,5.4116,5.342,5.1734,5.0048,4.8362,4.6676,4.499,4.2998,4.1006,3.9014,3.7022,3.503,3.355,3.207,3.059,2.911,2.763
Channel Islands,CHI,青春期生育率（每千名 15-19 岁女性生育数）,13.656,13.01,12.364,12.075,11.786,11.497,11.208,10.919,10.4878,10.0566,9.6254,9.1942,8.763,8.3832,8.0034,7.6236,7.2438,6.864
Chile,CHL,青春期生育率（每千名 15-19 岁女性生育数）,60.3632,58.6966,57.03,56.6368,56.2436,55.8504,55.4572,55.064,54.8116,54.5592,54.3068,54.0544,53.802,51.252,48.702,46.152,43.602,41.052
China,CHN,青春期生育率（每千名 15-19 岁女性生育数）,9.911,9.33,8.749,8.4572,8.1654,7.8736,7.5818,7.29,7.3074,7.3248,7.3422,7.3596,7.377,7.4286,7.4802,7.5318,7.5834,7.635
Cote d'Ivoire,CIV,青春期生育率（每千名 15-19 岁女性生育数）,137.767,137.584,137.401,136.3116,135.2222,134.1328,133.0434,131.954,130.4458,128.9376,127.4294,125.9212,124.413,123.0558,121.6986,120.3414,118.9842,117.627
Cameroon,CMR,青春期生育率（每千名 15-19 岁女性生育数）,154.7712,152.3776,149.984,146.3422,142.7004,139.0586,135.4168,131.775,129.6118,127.4486,125.2854,123.1222,120.959,117.9272,114.8954,111.8636,108.8318,105.8
"Congo, Dem. Rep.",COD,青春期生育率（每千名 15-19 岁女性生育数）,125.4476,125.8948,126.342,127.2276,128.1132,128.9988,129.8844,130.77,130.4848,130.1996,129.9144,129.6292,129.344,128.3192,127.2944,126.2696,125.2448,124.22
"Congo, Rep.",COG,青春期生育率（每千名 15-19 岁女性生育数）,122.1396,121.8888,121.638,121.4256,121.2132,121.0008,120.7884,120.576,120.13,119.684,119.238,118.792,118.346,117.1226,115.8992,114.6758,113.4524,112.229
Colombia,COL,青春期生育率（每千名 15-19 岁女性生育数）,97.6814,96.6012,95.521,92.8456,90.1702,87.4948,84.8194,82.144,80.3788,78.6136,76.8484,75.0832,73.318,71.9846,70.6512,69.3178,67.9844,66.651
Comoros,COM,青春期生育率（每千名 15-19 岁女性生育数）,94.8934,93.5442,92.195,89.6594,87.1238,84.5882,82.0526,79.517,78.5028,77.4886,76.4744,75.4602,74.446,72.627,70.808,68.989,67.17,65.351
Cabo Verde,CPV,青春期生育率（每千名 15-19 岁女性生育数）,96.512,95.183,93.854,92.7968,91.7396,90.6824,89.6252,88.568,86.5846,84.6012,82.6178,80.6344,78.651,77.6726,76.6942,75.7158,74.7374,73.759
Costa Rica,CRI,青春期生育率（每千名 15-19 岁女性生育数）,74.9312,72.1836,69.436,68.2628,67.0896,65.9164,64.7432,63.57,62.8094,62.0488,61.2882,60.5276,59.767,58.5056,57.2442,55.9828,54.7214,53.46
Cuba,CUB,青春期生育率（每千名 15-19 岁女性生育数）,52.9062,50.9856,49.065,48.7594,48.4538,48.1482,47.8426,47.537,48.7802,50.0234,51.2666,52.5098,53.753,53.3208,52.8886,52.4564,52.0242,51.592
Curacao,CUW,青春期生育率（每千名 15-19 岁女性生育数）,41.2672,40.4536,39.64,39.144,38.648,38.152,37.656,37.16,36.7452,36.3304,35.9156,35.5008,35.086,33.6572,32.2284,30.7996,29.3708,27.942
Cayman Islands,CYM,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Cyprus,CYP,青春期生育率（每千名 15-19 岁女性生育数）,9.5572,8.3916,7.226,7.0678,6.9096,6.7514,6.5932,6.435,6.1802,5.9254,5.6706,5.4158,5.161,5.0452,4.9294,4.8136,4.6978,4.582
Czech Republic,CZE,青春期生育率（每千名 15-19 岁女性生育数）,13.4416,12.4008,11.36,11.3114,11.2628,11.2142,11.1656,11.117,11.044,10.971,10.898,10.825,10.752,10.996,11.24,11.484,11.728,11.972
Germany,DEU,青春期生育率（每千名 15-19 岁女性生育数）,12.6676,12.5188,12.37,11.8502,11.3304,10.8106,10.2908,9.771,9.4294,9.0878,8.7462,8.4046,8.063,8.0694,8.0758,8.0822,8.0886,8.095
Djibouti,DJI,青春期生育率（每千名 15-19 岁女性生育数）,33.099,32.009,30.919,29.7976,28.6762,27.5548,26.4334,25.312,24.592,23.872,23.152,22.432,21.712,21.1378,20.5636,19.9894,19.4152,18.841
Dominica,DMA,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Denmark,DNK,青春期生育率（每千名 15-19 岁女性生育数）,7.1736,6.8958,6.618,6.4682,6.3184,6.1686,6.0188,5.869,5.5824,5.2958,5.0092,4.7226,4.436,4.3734,4.3108,4.2482,4.1856,4.123
Dominican Republic,DOM,青春期生育率（每千名 15-19 岁女性生育数）,107.8534,107.1772,106.501,106.1268,105.7526,105.3784,105.0042,104.63,103.2216,101.8132,100.4048,98.9964,97.588,96.9224,96.2568,95.5912,94.9256,94.26
Algeria,DZA,青春期生育率（每千名 15-19 岁女性生育数）,11.7556,10.7178,9.68,9.6814,9.6828,9.6842,9.6856,9.687,10.0608,10.4346,10.8084,11.1822,11.556,11.259,10.962,10.665,10.368,10.071
East Asia & Pacific (excluding high income),,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,青春期生育率（每千名 15-19 岁女性生育数）,84.1908,84.1524,84.114,84.0088,83.9036,83.7984,83.6932,83.588,83.4192,83.2504,83.0816,82.9128,82.744,82.0474,81.3508,80.6542,79.9576,79.261
"Egypt, Arab Rep.",EGY,青春期生育率（每千名 15-19 岁女性生育数）,55.6848,54.0844,52.484,51.8576,51.2312,50.6048,49.9784,49.352,50.6334,51.9148,53.1962,54.4776,55.759,55.371,54.983,54.595,54.207,53.819
Euro area,EMU,青春期生育率（每千名 15-19 岁女性生育数）,10.74179522,10.73805153,10.72521506,10.54359878,10.35197566,10.15606904,9.962733941,9.774632675,9.380909536,8.98377359,8.584276328,8.180126385,7.780091157,7.554894109,7.332392666,7.114383033,6.893647809,6.673134152
Eritrea,ERI,青春期生育率（每千名 15-19 岁女性生育数）,88.595,85.49,82.385,81.1238,79.8626,78.6014,77.3402,76.079,72.9266,69.7742,66.6218,63.4694,60.317,58.7642,57.2114,55.6586,54.1058,52.553
Spain,ESP,青春期生育率（每千名 15-19 岁女性生育数）,9.3164,9.7432,10.17,10.684,11.198,11.712,12.226,12.74,11.9864,11.2328,10.4792,9.7256,8.972,8.7226,8.4732,8.2238,7.9744,7.725
Estonia,EST,青春期生育率（每千名 15-19 岁女性生育数）,26.2586,24.8888,23.519,23.3278,23.1366,22.9454,22.7542,22.563,21.2766,19.9902,18.7038,17.4174,16.131,14.4444,12.7578,11.0712,9.3846,7.698
Ethiopia,ETH,青春期生育率（每千名 15-19 岁女性生育数）,110.6438,108.3464,106.049,102.1638,98.2786,94.3934,90.5082,86.623,84.894,83.165,81.436,79.707,77.978,75.7278,73.4776,71.2274,68.9772,66.727
European Union,EUU,青春期生育率（每千名 15-19 岁女性生育数）,15.73518605,15.44607607,15.17582939,15.16524667,15.13507763,15.06333727,14.92890713,14.73729421,14.07441847,13.43919992,12.83586425,12.24391887,11.65605924,11.2607926,10.87391331,10.49255653,10.10931047,9.736329752
Finland,FIN,青春期生育率（每千名 15-19 岁女性生育数）,10.1402,10.3656,10.591,10.319,10.047,9.775,9.503,9.231,8.8694,8.5078,8.1462,7.7846,7.423,7.101,6.779,6.457,6.135,5.813
Fiji,FJI,青春期生育率（每千名 15-19 岁女性生育数）,42.88,42.023,41.166,41.9814,42.7968,43.6122,44.4276,45.243,45.375,45.507,45.639,45.771,45.903,46.593,47.283,47.973,48.663,49.353
France,FRA,青春期生育率（每千名 15-19 岁女性生育数）,7.6438,7.7854,7.927,7.7912,7.6554,7.5196,7.3838,7.248,7.128,7.008,6.888,6.768,6.648,6.2638,5.8796,5.4954,5.1112,4.727
Faroe Islands,FRO,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,青春期生育率（每千名 15-19 岁女性生育数）,38.4866,36.3748,34.263,32.4956,30.7282,28.9608,27.1934,25.426,24.052,22.678,21.304,19.93,18.556,17.6296,16.7032,15.7768,14.8504,13.924
Gabon,GAB,青春期生育率（每千名 15-19 岁女性生育数）,138.5048,134.1064,129.708,127.1218,124.5356,121.9494,119.3632,116.777,114.6548,112.5326,110.4104,108.2882,106.166,104.1782,102.1904,100.2026,98.2148,96.227
United Kingdom,GBR,青春期生育率（每千名 15-19 岁女性生育数）,28.0886,27.3458,26.603,26.354,26.105,25.856,25.607,25.358,23.9822,22.6064,21.2306,19.8548,18.479,17.4572,16.4354,15.4136,14.3918,13.37
Georgia,GEO,青春期生育率（每千名 15-19 岁女性生育数）,53.2282,50.7896,48.351,48.832,49.313,49.794,50.275,50.756,50.9344,51.1128,51.2912,51.4696,51.648,50.6,49.552,48.504,47.456,46.408
Ghana,GHA,青春期生育率（每千名 15-19 岁女性生育数）,83.9638,81.7144,79.465,78.3214,77.1778,76.0342,74.8906,73.747,73.3528,72.9586,72.5644,72.1702,71.776,70.743,69.71,68.677,67.644,66.611
Gibraltar,GIB,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Guinea,GIN,青春期生育率（每千名 15-19 岁女性生育数）,168.9176,167.1008,165.284,163.303,161.322,159.341,157.36,155.379,153.4778,151.5766,149.6754,147.7742,145.873,143.7572,141.6414,139.5256,137.4098,135.294
"Gambia, The",GMB,青春期生育率（每千名 15-19 岁女性生育数）,123.7992,120.7466,117.694,114.8452,111.9964,109.1476,106.2988,103.45,100.9386,98.4272,95.9158,93.4044,90.893,88.3514,85.8098,83.2682,80.7266,78.185
Guinea-Bissau,GNB,青春期生育率（每千名 15-19 岁女性生育数）,130.187,128.766,127.345,125.902,124.459,123.016,121.573,120.13,117.664,115.198,112.732,110.266,107.8,107.2046,106.6092,106.0138,105.4184,104.823
Equatorial Guinea,GNQ,青春期生育率（每千名 15-19 岁女性生育数）,183.0362,180.9126,178.789,177.949,177.109,176.269,175.429,174.589,173.0264,171.4638,169.9012,168.3386,166.776,164.5452,162.3144,160.0836,157.8528,155.622
Greece,GRC,青春期生育率（每千名 15-19 岁女性生育数）,11.0336,10.8128,10.592,10.7362,10.8804,11.0246,11.1688,11.313,10.7582,10.2034,9.6486,9.0938,8.539,8.2758,8.0126,7.7494,7.4862,7.223
Grenada,GRD,青春期生育率（每千名 15-19 岁女性生育数）,55.2782,53.2156,51.153,49.404,47.655,45.906,44.157,42.408,40.998,39.588,38.178,36.768,35.358,34.1218,32.8856,31.6494,30.4132,29.177
Greenland,GRL,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
Guatemala,GTM,青春期生育率（每千名 15-19 岁女性生育数）,111.514,109.069,106.624,103.1252,99.6264,96.1276,92.6288,89.13,87.0182,84.9064,82.7946,80.6828,78.571,77.0428,75.5146,73.9864,72.4582,70.93
Guam,GUM,青春期生育率（每千名 15-19 岁女性生育数）,62.3426,59.8318,57.321,55.2848,53.2486,51.2124,49.1762,47.14,45.4516,43.7632,42.0748,40.3864,38.698,37.301,35.904,34.507,33.11,31.713
Guyana,GUY,青春期生育率（每千名 15-19 岁女性生育数）,97.1796,98.6798,100.18,98.6598,97.1396,95.6194,94.0992,92.579,90.6756,88.7722,86.8688,84.9654,83.062,81.326,79.59,77.854,76.118,74.382
"Hong Kong SAR, China",HKG,青春期生育率（每千名 15-19 岁女性生育数）,4.3656,4.0448,3.724,3.5802,3.4364,3.2926,3.1488,3.005,3.0082,3.0114,3.0146,3.0178,3.021,2.9578,2.8946,2.8314,2.7682,2.705
Honduras,HND,青春期生育率（每千名 15-19 岁女性生育数）,116.1338,113.6964,111.259,108.0484,104.8378,101.6272,98.4166,95.206,92.1836,89.1612,86.1388,83.1164,80.094,78.6576,77.2212,75.7848,74.3484,72.912
Croatia,HRV,青春期生育率（每千名 15-19 岁女性生育数）,16.773,15.992,15.211,15.0844,14.9578,14.8312,14.7046,14.578,13.8968,13.2156,12.5344,11.8532,11.172,10.6738,10.1756,9.6774,9.1792,8.681
Haiti,HTI,青春期生育率（每千名 15-19 岁女性生育数）,68.519,67.581,66.643,65.799,64.955,64.111,63.267,62.423,61.4516,60.4802,59.5088,58.5374,57.566,56.388,55.21,54.032,52.854,51.676
Hungary,HUN,青春期生育率（每千名 15-19 岁女性生育数）,22.8472,21.9326,21.018,20.7232,20.4284,20.1336,19.8388,19.544,19.6982,19.8524,20.0066,20.1608,20.315,21.0478,21.7806,22.5134,23.2462,23.979
Indonesia,IDN,青春期生育率（每千名 15-19 岁女性生育数）,50.3512,51.1856,52.02,51.917,51.814,51.711,51.608,51.505,51.299,51.093,50.887,50.681,50.475,49.8548,49.2346,48.6144,47.9942,47.374
Isle of Man,IMN,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
India,IND,青春期生育率（每千名 15-19 岁女性生育数）,66.837,63.498,60.159,57.039,53.919,50.799,47.679,44.559,41.2576,37.9562,34.6548,31.3534,28.052,25.077,22.102,19.127,16.152,13.177
Ireland,IRL,青春期生育率（每千名 15-19 岁女性生育数）,18.5508,18.6704,18.79,18.2878,17.7856,17.2834,16.7812,16.279,15.1788,14.0786,12.9784,11.8782,10.778,10.1254,9.4728,8.8202,8.1676,7.515
"Iran, Islamic Rep.",IRN,青春期生育率（每千名 15-19 岁女性生育数）,37.3756,35.0628,32.75,32.507,32.264,32.021,31.778,31.535,32.1422,32.7494,33.3566,33.9638,34.571,35.7838,36.9966,38.2094,39.4222,40.635
Iraq,IRQ,青春期生育率（每千名 15-19 岁女性生育数）,63.8182,63.4836,63.149,65.2888,67.4286,69.5684,71.7082,73.848,74.977,76.106,77.235,78.364,79.493,77.941,76.389,74.837,73.285,71.733
Iceland,ISL,青春期生育率（每千名 15-19 岁女性生育数）,19.7576,18.5038,17.25,16.66,16.07,15.48,14.89,14.3,13.312,12.324,11.336,10.348,9.36,8.7418,8.1236,7.5054,6.8872,6.269
Israel,ISR,青春期生育率（每千名 15-19 岁女性生育数）,16.6924,16.3722,16.052,15.6492,15.2464,14.8436,14.4408,14.038,13.539,13.04,12.541,12.042,11.543,11.1558,10.7686,10.3814,9.9942,9.607
Italy,ITA,青春期生育率（每千名 15-19 岁女性生育数）,6.8174,6.9472,7.077,7.0614,7.0458,7.0302,7.0146,6.999,6.778,6.557,6.336,6.115,5.894,5.7632,5.6324,5.5016,5.3708,5.24
Jamaica,JAM,青春期生育率（每千名 15-19 岁女性生育数）,87.8926,85.9368,83.981,81.9904,79.9998,78.0092,76.0186,74.028,71.3732,68.7184,66.0636,63.4088,60.754,59.1546,57.5552,55.9558,54.3564,52.757
Jordan,JOR,青春期生育率（每千名 15-19 岁女性生育数）,37.1052,35.7926,34.48,33.7066,32.9332,32.1598,31.3864,30.613,30.1072,29.6014,29.0956,28.5898,28.084,27.6426,27.2012,26.7598,26.3184,25.877
Japan,JPN,青春期生育率（每千名 15-19 岁女性生育数）,5.1366,5.3978,5.659,5.55,5.441,5.332,5.223,5.114,4.987,4.86,4.733,4.606,4.479,4.3392,4.1994,4.0596,3.9198,3.78
Kazakhstan,KAZ,青春期生育率（每千名 15-19 岁女性生育数）,34.3114,31.7192,29.127,28.9122,28.6974,28.4826,28.2678,28.053,28.7044,29.3558,30.0072,30.6586,31.31,30.998,30.686,30.374,30.062,29.75
Kenya,KEN,青春期生育率（每千名 15-19 岁女性生育数）,107.1176,105.6588,104.2,102.7784,101.3568,99.9352,98.5136,97.092,94.9042,92.7164,90.5286,88.3408,86.153,83.938,81.723,79.508,77.293,75.078
Kyrgyz Republic,KGZ,青春期生育率（每千名 15-19 岁女性生育数）,45.622,39.986,34.35,33.4292,32.5084,31.5876,30.6668,29.746,32.6004,35.4548,38.3092,41.1636,44.018,41.767,39.516,37.265,35.014,32.763
Cambodia,KHM,青春期生育率（每千名 15-19 岁女性生育数）,49.5172,48.8526,48.188,47.946,47.704,47.462,47.22,46.978,47.3456,47.7132,48.0808,48.4484,48.816,49.0882,49.3604,49.6326,49.9048,50.177
Kiribati,KIR,青春期生育率（每千名 15-19 岁女性生育数）,36.7252,35.1136,33.502,32.2492,30.9964,29.7436,28.4908,27.238,26.0172,24.7964,23.5756,22.3548,21.134,20.1426,19.1512,18.1598,17.1684,16.177
St. Kitts and Nevis,KNA,青春期生育率（每千名 15-19 岁女性生育数）,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,青春期生育率（每千名 15-19 岁女性生育数）,2.4844,2.3372,2.19,2.1518,2.1136,2.0754,2.0372,1.999,1.9524,1.9058,1.8592,1.8126,1.766,1.6886,1.6112,1.5338,1.4564,1.379
Kuwait,KWT,青春期生育率（每千名 15-19 岁女性生育数）,22.3212,20.9936,19.666,18.4026,17.1392,15.8758,14.6124,13.349,12.5684,11.7878,11.0072,10.2266,9.446,9.1956,8.9452,8.6948,8.4444,8.194
